src,dst,src_type,dst_type,src_scope,dst_scope
klaviyo.list_growth,ecom.orders,mediator,outcome,klaviyo,ecom
klaviyo.list_growth,ecom.orders_per_customer.avg,mediator,outcome,klaviyo,ecom
klaviyo.list_growth,ecom.returning_customer_orders,mediator,outcome,klaviyo,ecom
klaviyo.list_growth,ecom.revenue,mediator,outcome,klaviyo,ecom
klaviyo.list_growth,google.ad_position,mediator,mediator,klaviyo,google
klaviyo.list_growth,google.clicks,mediator,mediator,klaviyo,google
klaviyo.list_growth,google.conversions,mediator,outcome,klaviyo,google
klaviyo.list_growth,google.cpa,mediator,outcome,klaviyo,google
klaviyo.list_growth,google.daily_trend,mediator,mediator,klaviyo,google
klaviyo.list_growth,google.hourly_performance,mediator,mediator,klaviyo,google
klaviyo.list_growth,google.impressions,mediator,mediator,klaviyo,google
klaviyo.list_growth,google.network_performance,mediator,mediator,klaviyo,google
klaviyo.list_growth,google.performance,mediator,mediator,klaviyo,google
klaviyo.list_growth,google.revenue,mediator,outcome,klaviyo,google
klaviyo.list_growth,google.roas,mediator,outcome,klaviyo,google
klaviyo.list_growth,google.search,mediator,mediator,klaviyo,google
klaviyo.list_growth,google.search_intent,mediator,mediator,klaviyo,google
klaviyo.list_growth,google.search_terms,mediator,mediator,klaviyo,google
klaviyo.list_growth,google.shopping_performance,mediator,mediator,klaviyo,google
klaviyo.list_growth,klaviyo.daily_trend,mediator,mediator,klaviyo,klaviyo
klaviyo.list_growth,klaviyo.engagement_rates,mediator,mediator,klaviyo,klaviyo
klaviyo.list_growth,klaviyo.performance,mediator,mediator,klaviyo,klaviyo
klaviyo.list_growth,klaviyo.sms,mediator,mediator,klaviyo,klaviyo
klaviyo.list_growth,klaviyo.weekly_trend,mediator,mediator,klaviyo,klaviyo
klaviyo.list_growth,meta.clicks,mediator,mediator,klaviyo,meta
klaviyo.list_growth,meta.impressions,mediator,mediator,klaviyo,meta
klaviyo.list_growth,meta.monthly_trend,mediator,mediator,klaviyo,meta
klaviyo.list_growth,store.conversion,mediator,outcome,klaviyo,store
klaviyo.list_growth,store.price.avg,mediator,outcome,klaviyo,store
klaviyo.list_growth,store.revenue,mediator,outcome,klaviyo,store
klaviyo.list_growth,web.bounce.rate,mediator,mediator,klaviyo,web
klaviyo.list_growth,web.cart_abandonment,mediator,mediator,klaviyo,web
klaviyo.list_growth,web.conversion.rate,mediator,outcome,klaviyo,web
klaviyo.list_growth,web.engagement.rate,mediator,mediator,klaviyo,web
klaviyo.list_growth,web.orders,mediator,outcome,klaviyo,web
klaviyo.list_growth,web.revenue,mediator,outcome,klaviyo,web
klaviyo.list_growth,web.sessions,mediator,mediator,klaviyo,web
klaviyo.list_growth,web.users,mediator,mediator,klaviyo,web
klaviyo.performance,blended.active_campaigns,mediator,mediator,klaviyo,blended
klaviyo.performance,blended.aov,mediator,outcome,klaviyo,blended
klaviyo.performance,blended.checkout,mediator,mediator,klaviyo,blended
klaviyo.performance,blended.conversion.rate,mediator,outcome,klaviyo,blended
klaviyo.performance,blended.conversion_value,mediator,outcome,klaviyo,blended
klaviyo.performance,blended.conversions,mediator,outcome,klaviyo,blended
klaviyo.performance,blended.mer,mediator,outcome,klaviyo,blended
klaviyo.performance,blended.orders,mediator,outcome,klaviyo,blended
klaviyo.performance,blended.revenue,mediator,outcome,klaviyo,blended
klaviyo.performance,ecom.aov,mediator,outcome,klaviyo,ecom
klaviyo.performance,ecom.customers,mediator,outcome,klaviyo,ecom
klaviyo.performance,ecom.days_between_orders.avg,mediator,outcome,klaviyo,ecom
klaviyo.performance,ecom.new_customer_orders,mediator,outcome,klaviyo,ecom
klaviyo.performance,ecom.orders,mediator,outcome,klaviyo,ecom
klaviyo.performance,ecom.orders_per_customer.avg,mediator,outcome,klaviyo,ecom
klaviyo.performance,ecom.returning_customer_orders,mediator,outcome,klaviyo,ecom
klaviyo.performance,ecom.revenue,mediator,outcome,klaviyo,ecom
klaviyo.performance,google.ad_position,mediator,mediator,klaviyo,google
klaviyo.performance,google.clicks,mediator,mediator,klaviyo,google
klaviyo.performance,google.conversions,mediator,outcome,klaviyo,google
klaviyo.performance,google.cpa,mediator,outcome,klaviyo,google
klaviyo.performance,google.daily_trend,mediator,mediator,klaviyo,google
klaviyo.performance,google.hourly_performance,mediator,mediator,klaviyo,google
klaviyo.performance,google.impressions,mediator,mediator,klaviyo,google
klaviyo.performance,google.network_performance,mediator,mediator,klaviyo,google
klaviyo.performance,google.performance,mediator,mediator,klaviyo,google
klaviyo.performance,google.revenue,mediator,outcome,klaviyo,google
klaviyo.performance,google.roas,mediator,outcome,klaviyo,google
klaviyo.performance,google.search,mediator,mediator,klaviyo,google
klaviyo.performance,google.search_intent,mediator,mediator,klaviyo,google
klaviyo.performance,google.search_terms,mediator,mediator,klaviyo,google
klaviyo.performance,google.shopping_performance,mediator,mediator,klaviyo,google
klaviyo.performance,klaviyo.daily_trend,mediator,mediator,klaviyo,klaviyo
klaviyo.performance,klaviyo.engagement_rates,mediator,mediator,klaviyo,klaviyo
klaviyo.performance,klaviyo.list_growth,mediator,mediator,klaviyo,klaviyo
klaviyo.performance,klaviyo.sms,mediator,mediator,klaviyo,klaviyo
klaviyo.performance,klaviyo.weekly_trend,mediator,mediator,klaviyo,klaviyo
klaviyo.performance,meta.clicks,mediator,mediator,klaviyo,meta
klaviyo.performance,meta.impressions,mediator,mediator,klaviyo,meta
klaviyo.performance,meta.monthly_trend,mediator,mediator,klaviyo,meta
klaviyo.performance,store.conversion,mediator,outcome,klaviyo,store
klaviyo.performance,store.price.avg,mediator,outcome,klaviyo,store
klaviyo.performance,store.revenue,mediator,outcome,klaviyo,store
klaviyo.performance,web.bounce.rate,mediator,mediator,klaviyo,web
klaviyo.performance,web.cart_abandonment,mediator,mediator,klaviyo,web
klaviyo.performance,web.conversion.rate,mediator,outcome,klaviyo,web
klaviyo.performance,web.engagement.rate,mediator,mediator,klaviyo,web
klaviyo.performance,web.orders,mediator,outcome,klaviyo,web
klaviyo.performance,web.revenue,mediator,outcome,klaviyo,web
klaviyo.performance,web.sessions,mediator,mediator,klaviyo,web
klaviyo.performance,web.users,mediator,mediator,klaviyo,web
klaviyo.sms,blended.active_campaigns,mediator,mediator,klaviyo,blended
klaviyo.sms,blended.aov,mediator,outcome,klaviyo,blended
klaviyo.sms,blended.checkout,mediator,mediator,klaviyo,blended
klaviyo.sms,blended.conversion.rate,mediator,outcome,klaviyo,blended
klaviyo.sms,blended.conversion_value,mediator,outcome,klaviyo,blended
klaviyo.sms,blended.conversions,mediator,outcome,klaviyo,blended
klaviyo.sms,blended.mer,mediator,outcome,klaviyo,blended
klaviyo.sms,blended.orders,mediator,outcome,klaviyo,blended
klaviyo.sms,blended.revenue,mediator,outcome,klaviyo,blended
klaviyo.sms,ecom.aov,mediator,outcome,klaviyo,ecom
klaviyo.sms,ecom.customers,mediator,outcome,klaviyo,ecom
klaviyo.sms,ecom.days_between_orders.avg,mediator,outcome,klaviyo,ecom
klaviyo.sms,ecom.new_customer_orders,mediator,outcome,klaviyo,ecom
klaviyo.sms,ecom.orders,mediator,outcome,klaviyo,ecom
klaviyo.sms,ecom.orders_per_customer.avg,mediator,outcome,klaviyo,ecom
klaviyo.sms,ecom.returning_customer_orders,mediator,outcome,klaviyo,ecom
klaviyo.sms,ecom.revenue,mediator,outcome,klaviyo,ecom
klaviyo.sms,google.ad_position,mediator,mediator,klaviyo,google
klaviyo.sms,google.clicks,mediator,mediator,klaviyo,google
klaviyo.sms,google.conversions,mediator,outcome,klaviyo,google
klaviyo.sms,google.cpa,mediator,outcome,klaviyo,google
klaviyo.sms,google.daily_trend,mediator,mediator,klaviyo,google
klaviyo.sms,google.hourly_performance,mediator,mediator,klaviyo,google
klaviyo.sms,google.impressions,mediator,mediator,klaviyo,google
klaviyo.sms,google.network_performance,mediator,mediator,klaviyo,google
klaviyo.sms,google.performance,mediator,mediator,klaviyo,google
klaviyo.sms,google.revenue,mediator,outcome,klaviyo,google
klaviyo.sms,google.roas,mediator,outcome,klaviyo,google
klaviyo.sms,google.search,mediator,mediator,klaviyo,google
klaviyo.sms,google.search_intent,mediator,mediator,klaviyo,google
klaviyo.sms,google.search_terms,mediator,mediator,klaviyo,google
klaviyo.sms,google.shopping_performance,mediator,mediator,klaviyo,google
klaviyo.sms,klaviyo.daily_trend,mediator,mediator,klaviyo,klaviyo
klaviyo.sms,klaviyo.engagement_rates,mediator,mediator,klaviyo,klaviyo
klaviyo.sms,klaviyo.list_growth,mediator,mediator,klaviyo,klaviyo
klaviyo.sms,klaviyo.performance,mediator,mediator,klaviyo,klaviyo
klaviyo.sms,klaviyo.weekly_trend,mediator,mediator,klaviyo,klaviyo
klaviyo.sms,meta.clicks,mediator,mediator,klaviyo,meta
klaviyo.sms,meta.impressions,mediator,mediator,klaviyo,meta
klaviyo.sms,meta.monthly_trend,mediator,mediator,klaviyo,meta
klaviyo.sms,store.conversion,mediator,outcome,klaviyo,store
klaviyo.sms,store.price.avg,mediator,outcome,klaviyo,store
klaviyo.sms,store.revenue,mediator,outcome,klaviyo,store
klaviyo.sms,web.bounce.rate,mediator,mediator,klaviyo,web
klaviyo.sms,web.cart_abandonment,mediator,mediator,klaviyo,web
klaviyo.sms,web.conversion.rate,mediator,outcome,klaviyo,web
klaviyo.sms,web.engagement.rate,mediator,mediator,klaviyo,web
klaviyo.sms,web.orders,mediator,outcome,klaviyo,web
klaviyo.sms,web.revenue,mediator,outcome,klaviyo,web
klaviyo.sms,web.sessions,mediator,mediator,klaviyo,web
klaviyo.sms,web.users,mediator,mediator,klaviyo,web
klaviyo.weekly_trend,blended.active_campaigns,mediator,mediator,klaviyo,blended
klaviyo.weekly_trend,blended.aov,mediator,outcome,klaviyo,blended
klaviyo.weekly_trend,blended.checkout,mediator,mediator,klaviyo,blended
klaviyo.weekly_trend,blended.conversion.rate,mediator,outcome,klaviyo,blended
klaviyo.weekly_trend,blended.conversion_value,mediator,outcome,klaviyo,blended
klaviyo.weekly_trend,blended.conversions,mediator,outcome,klaviyo,blended
klaviyo.weekly_trend,blended.mer,mediator,outcome,klaviyo,blended
klaviyo.weekly_trend,blended.orders,mediator,outcome,klaviyo,blended
klaviyo.weekly_trend,blended.revenue,mediator,outcome,klaviyo,blended
klaviyo.weekly_trend,ecom.aov,mediator,outcome,klaviyo,ecom
klaviyo.weekly_trend,ecom.customers,mediator,outcome,klaviyo,ecom
klaviyo.weekly_trend,ecom.days_between_orders.avg,mediator,outcome,klaviyo,ecom
klaviyo.weekly_trend,ecom.new_customer_orders,mediator,outcome,klaviyo,ecom
klaviyo.weekly_trend,ecom.orders,mediator,outcome,klaviyo,ecom
klaviyo.weekly_trend,ecom.orders_per_customer.avg,mediator,outcome,klaviyo,ecom
klaviyo.weekly_trend,ecom.returning_customer_orders,mediator,outcome,klaviyo,ecom
klaviyo.weekly_trend,ecom.revenue,mediator,outcome,klaviyo,ecom
klaviyo.weekly_trend,google.ad_position,mediator,mediator,klaviyo,google
klaviyo.weekly_trend,google.clicks,mediator,mediator,klaviyo,google
klaviyo.weekly_trend,google.conversions,mediator,outcome,klaviyo,google
klaviyo.weekly_trend,google.cpa,mediator,outcome,klaviyo,google
klaviyo.weekly_trend,google.daily_trend,mediator,mediator,klaviyo,google
klaviyo.weekly_trend,google.hourly_performance,mediator,mediator,klaviyo,google
klaviyo.weekly_trend,google.impressions,mediator,mediator,klaviyo,google
klaviyo.weekly_trend,google.network_performance,mediator,mediator,klaviyo,google
klaviyo.weekly_trend,google.performance,mediator,mediator,klaviyo,google
klaviyo.weekly_trend,google.revenue,mediator,outcome,klaviyo,google
klaviyo.weekly_trend,google.roas,mediator,outcome,klaviyo,google
klaviyo.weekly_trend,google.search,mediator,mediator,klaviyo,google
klaviyo.weekly_trend,google.search_intent,mediator,mediator,klaviyo,google
klaviyo.weekly_trend,google.search_terms,mediator,mediator,klaviyo,google
klaviyo.weekly_trend,google.shopping_performance,mediator,mediator,klaviyo,google
klaviyo.weekly_trend,klaviyo.daily_trend,mediator,mediator,klaviyo,klaviyo
klaviyo.weekly_trend,klaviyo.engagement_rates,mediator,mediator,klaviyo,klaviyo
klaviyo.weekly_trend,klaviyo.list_growth,mediator,mediator,klaviyo,klaviyo
klaviyo.weekly_trend,klaviyo.performance,mediator,mediator,klaviyo,klaviyo
klaviyo.weekly_trend,klaviyo.sms,mediator,mediator,klaviyo,klaviyo
klaviyo.weekly_trend,meta.clicks,mediator,mediator,klaviyo,meta
klaviyo.weekly_trend,meta.impressions,mediator,mediator,klaviyo,meta
klaviyo.weekly_trend,meta.monthly_trend,mediator,mediator,klaviyo,meta
klaviyo.weekly_trend,store.conversion,mediator,outcome,klaviyo,store
klaviyo.weekly_trend,store.price.avg,mediator,outcome,klaviyo,store
klaviyo.weekly_trend,store.revenue,mediator,outcome,klaviyo,store
klaviyo.weekly_trend,web.bounce.rate,mediator,mediator,klaviyo,web
klaviyo.weekly_trend,web.cart_abandonment,mediator,mediator,klaviyo,web
klaviyo.weekly_trend,web.conversion.rate,mediator,outcome,klaviyo,web
klaviyo.weekly_trend,web.engagement.rate,mediator,mediator,klaviyo,web
klaviyo.weekly_trend,web.orders,mediator,outcome,klaviyo,web
klaviyo.weekly_trend,web.revenue,mediator,outcome,klaviyo,web
klaviyo.weekly_trend,web.sessions,mediator,mediator,klaviyo,web
klaviyo.weekly_trend,web.users,mediator,mediator,klaviyo,web
meta.clicks,blended.active_campaigns,mediator,mediator,meta,blended
meta.clicks,blended.aov,mediator,outcome,meta,blended
meta.clicks,blended.checkout,mediator,mediator,meta,blended
meta.clicks,blended.conversion.rate,mediator,outcome,meta,blended
meta.clicks,blended.conversion_value,mediator,outcome,meta,blended
meta.clicks,blended.conversions,mediator,outcome,meta,blended
meta.clicks,blended.mer,mediator,outcome,meta,blended
meta.clicks,blended.orders,mediator,outcome,meta,blended
meta.clicks,blended.revenue,mediator,outcome,meta,blended
meta.clicks,ecom.aov,mediator,outcome,meta,ecom
meta.clicks,ecom.customers,mediator,outcome,meta,ecom
meta.clicks,ecom.days_between_orders.avg,mediator,outcome,meta,ecom
meta.clicks,ecom.new_customer_orders,mediator,outcome,meta,ecom
meta.clicks,ecom.orders,mediator,outcome,meta,ecom
meta.clicks,ecom.orders_per_customer.avg,mediator,outcome,meta,ecom
meta.clicks,ecom.returning_customer_orders,mediator,outcome,meta,ecom
meta.clicks,ecom.revenue,mediator,outcome,meta,ecom
meta.clicks,google.ad_position,mediator,mediator,meta,google
meta.clicks,google.conversions,mediator,outcome,meta,google
meta.clicks,google.cpa,mediator,outcome,meta,google
meta.clicks,google.daily_trend,mediator,mediator,meta,google
meta.clicks,google.hourly_performance,mediator,mediator,meta,google
meta.clicks,google.impressions,mediator,mediator,meta,google
meta.clicks,google.network_performance,mediator,mediator,meta,google
meta.clicks,google.performance,mediator,mediator,meta,google
meta.clicks,google.revenue,mediator,outcome,meta,google
meta.clicks,google.roas,mediator,outcome,meta,google
meta.clicks,google.search,mediator,mediator,meta,google
meta.clicks,google.search_intent,mediator,mediator,meta,google
meta.clicks,google.search_terms,mediator,mediator,meta,google
meta.clicks,google.shopping_performance,mediator,mediator,meta,google
meta.clicks,klaviyo.daily_trend,mediator,mediator,meta,klaviyo
meta.clicks,klaviyo.engagement_rates,mediator,mediator,meta,klaviyo
meta.clicks,klaviyo.list_growth,mediator,mediator,meta,klaviyo
meta.clicks,klaviyo.performance,mediator,mediator,meta,klaviyo
meta.clicks,klaviyo.sms,mediator,mediator,meta,klaviyo
meta.clicks,klaviyo.weekly_trend,mediator,mediator,meta,klaviyo
meta.clicks,meta.impressions,mediator,mediator,meta,meta
meta.clicks,meta.monthly_trend,mediator,mediator,meta,meta
meta.clicks,store.conversion,mediator,outcome,meta,store
meta.clicks,store.price.avg,mediator,outcome,meta,store
meta.clicks,store.revenue,mediator,outcome,meta,store
meta.clicks,web.bounce.rate,mediator,mediator,meta,web
meta.clicks,web.cart_abandonment,mediator,mediator,meta,web
meta.clicks,web.conversion.rate,mediator,outcome,meta,web
meta.clicks,web.engagement.rate,mediator,mediator,meta,web
meta.clicks,web.orders,mediator,outcome,meta,web
meta.clicks,web.revenue,mediator,outcome,meta,web
meta.clicks,web.sessions,mediator,mediator,meta,web
meta.clicks,web.users,mediator,mediator,meta,web
meta.cpm,blended.active_campaigns,controllable,mediator,meta,blended
meta.cpm,blended.aov,controllable,outcome,meta,blended
meta.cpm,blended.checkout,controllable,mediator,meta,blended
meta.cpm,blended.conversion.rate,controllable,outcome,meta,blended
meta.cpm,blended.conversion_value,controllable,outcome,meta,blended
meta.cpm,blended.conversions,controllable,outcome,meta,blended
meta.cpm,blended.mer,controllable,outcome,meta,blended
meta.cpm,blended.orders,controllable,outcome,meta,blended
meta.cpm,blended.revenue,controllable,outcome,meta,blended
meta.cpm,ecom.aov,controllable,outcome,meta,ecom
meta.cpm,ecom.customers,controllable,outcome,meta,ecom
meta.cpm,ecom.days_between_orders.avg,controllable,outcome,meta,ecom
meta.cpm,ecom.new_customer_orders,controllable,outcome,meta,ecom
meta.cpm,ecom.orders,controllable,outcome,meta,ecom
meta.cpm,ecom.orders_per_customer.avg,controllable,outcome,meta,ecom
meta.cpm,ecom.returning_customer_orders,controllable,outcome,meta,ecom
meta.cpm,ecom.revenue,controllable,outcome,meta,ecom
meta.cpm,google.ad_position,controllable,mediator,meta,google
meta.cpm,google.clicks,controllable,mediator,meta,google
meta.cpm,google.conversions,controllable,outcome,meta,google
meta.cpm,google.cpa,controllable,outcome,meta,google
meta.cpm,google.daily_trend,controllable,mediator,meta,google
meta.cpm,google.hourly_performance,controllable,mediator,meta,google
meta.cpm,google.network_performance,controllable,mediator,meta,google
meta.cpm,google.performance,controllable,mediator,meta,google
meta.cpm,google.revenue,controllable,outcome,meta,google
meta.cpm,google.roas,controllable,outcome,meta,google
meta.cpm,google.search,controllable,mediator,meta,google
meta.cpm,google.search_intent,controllable,mediator,meta,google
meta.cpm,google.search_terms,controllable,mediator,meta,google
meta.cpm,google.shopping_performance,controllable,mediator,meta,google
meta.cpm,klaviyo.daily_trend,controllable,mediator,meta,klaviyo
meta.cpm,klaviyo.engagement_rates,controllable,mediator,meta,klaviyo
meta.cpm,klaviyo.list_growth,controllable,mediator,meta,klaviyo
meta.cpm,klaviyo.performance,controllable,mediator,meta,klaviyo
meta.cpm,klaviyo.sms,controllable,mediator,meta,klaviyo
meta.cpm,klaviyo.weekly_trend,controllable,mediator,meta,klaviyo
meta.cpm,meta.clicks,controllable,mediator,meta,meta
meta.cpm,meta.monthly_trend,controllable,mediator,meta,meta
meta.cpm,store.conversion,controllable,outcome,meta,store
meta.cpm,store.price.avg,controllable,outcome,meta,store
meta.cpm,store.revenue,controllable,outcome,meta,store
meta.cpm,web.bounce.rate,controllable,mediator,meta,web
meta.cpm,web.cart_abandonment,controllable,mediator,meta,web
meta.cpm,web.conversion.rate,controllable,outcome,meta,web
meta.cpm,web.engagement.rate,controllable,mediator,meta,web
meta.cpm,web.orders,controllable,outcome,meta,web
meta.cpm,web.revenue,controllable,outcome,meta,web
meta.cpm,web.sessions,controllable,mediator,meta,web
meta.cpm,web.users,controllable,mediator,meta,web
meta.daily_trend,blended.active_campaigns,controllable,mediator,meta,blended
meta.daily_trend,blended.aov,controllable,outcome,meta,blended
meta.daily_trend,blended.checkout,controllable,mediator,meta,blended
meta.daily_trend,blended.conversion.rate,controllable,outcome,meta,blended
meta.daily_trend,blended.conversion_value,controllable,outcome,meta,blended
meta.daily_trend,blended.conversions,controllable,outcome,meta,blended
meta.daily_trend,blended.mer,controllable,outcome,meta,blended
meta.daily_trend,blended.orders,controllable,outcome,meta,blended
meta.daily_trend,blended.revenue,controllable,outcome,meta,blended
meta.daily_trend,ecom.aov,controllable,outcome,meta,ecom
meta.daily_trend,ecom.customers,controllable,outcome,meta,ecom
meta.daily_trend,ecom.days_between_orders.avg,controllable,outcome,meta,ecom
meta.daily_trend,ecom.new_customer_orders,controllable,outcome,meta,ecom
meta.daily_trend,ecom.orders,controllable,outcome,meta,ecom
meta.daily_trend,ecom.orders_per_customer.avg,controllable,outcome,meta,ecom
meta.daily_trend,ecom.returning_customer_orders,controllable,outcome,meta,ecom
meta.daily_trend,ecom.revenue,controllable,outcome,meta,ecom
meta.daily_trend,google.ad_position,controllable,mediator,meta,google
meta.daily_trend,google.clicks,controllable,mediator,meta,google
meta.daily_trend,google.conversions,controllable,outcome,meta,google
meta.daily_trend,google.cpa,controllable,outcome,meta,google
meta.daily_trend,google.daily_trend,controllable,mediator,meta,google
meta.daily_trend,google.hourly_performance,controllable,mediator,meta,google
meta.daily_trend,google.impressions,controllable,mediator,meta,google
meta.daily_trend,google.network_performance,controllable,mediator,meta,google
meta.daily_trend,google.performance,controllable,mediator,meta,google
meta.daily_trend,google.revenue,controllable,outcome,meta,google
meta.daily_trend,google.roas,controllable,outcome,meta,google
meta.daily_trend,google.search,controllable,mediator,meta,google
meta.daily_trend,google.search_intent,controllable,mediator,meta,google
meta.daily_trend,google.search_terms,controllable,mediator,meta,google
meta.daily_trend,google.shopping_performance,controllable,mediator,meta,google
meta.daily_trend,klaviyo.daily_trend,controllable,mediator,meta,klaviyo
meta.daily_trend,klaviyo.engagement_rates,controllable,mediator,meta,klaviyo
meta.daily_trend,klaviyo.list_growth,controllable,mediator,meta,klaviyo
meta.daily_trend,klaviyo.performance,controllable,mediator,meta,klaviyo
meta.daily_trend,klaviyo.sms,controllable,mediator,meta,klaviyo
meta.daily_trend,klaviyo.weekly_trend,controllable,mediator,meta,klaviyo
meta.daily_trend,meta.clicks,controllable,mediator,meta,meta
meta.daily_trend,meta.impressions,controllable,mediator,meta,meta
meta.daily_trend,meta.monthly_trend,controllable,mediator,meta,meta
meta.daily_trend,store.conversion,controllable,outcome,meta,store
meta.daily_trend,store.price.avg,controllable,outcome,meta,store
meta.daily_trend,store.revenue,controllable,outcome,meta,store
meta.daily_trend,web.bounce.rate,controllable,mediator,meta,web
meta.daily_trend,web.cart_abandonment,controllable,mediator,meta,web
meta.daily_trend,web.conversion.rate,controllable,outcome,meta,web
meta.daily_trend,web.engagement.rate,controllable,mediator,meta,web
meta.daily_trend,web.orders,controllable,outcome,meta,web
meta.daily_trend,web.revenue,controllable,outcome,meta,web
meta.daily_trend,web.sessions,controllable,mediator,meta,web
meta.daily_trend,web.users,controllable,mediator,meta,web
meta.frequency,blended.active_campaigns,controllable,mediator,meta,blended
meta.frequency,blended.aov,controllable,outcome,meta,blended
meta.frequency,blended.checkout,controllable,mediator,meta,blended
meta.frequency,blended.conversion.rate,controllable,outcome,meta,blended
meta.frequency,blended.conversion_value,controllable,outcome,meta,blended
meta.frequency,blended.conversions,controllable,outcome,meta,blended
meta.frequency,blended.mer,controllable,outcome,meta,blended
meta.frequency,blended.orders,controllable,outcome,meta,blended
meta.frequency,blended.revenue,controllable,outcome,meta,blended
meta.frequency,ecom.aov,controllable,outcome,meta,ecom
meta.frequency,ecom.customers,controllable,outcome,meta,ecom
meta.frequency,ecom.days_between_orders.avg,controllable,outcome,meta,ecom
meta.frequency,ecom.new_customer_orders,controllable,outcome,meta,ecom
meta.frequency,ecom.orders,controllable,outcome,meta,ecom
meta.frequency,ecom.orders_per_customer.avg,controllable,outcome,meta,ecom
meta.frequency,ecom.returning_customer_orders,controllable,outcome,meta,ecom
meta.frequency,ecom.revenue,controllable,outcome,meta,ecom
meta.frequency,google.ad_position,controllable,mediator,meta,google
meta.frequency,google.clicks,controllable,mediator,meta,google
meta.frequency,google.conversions,controllable,outcome,meta,google
meta.frequency,google.cpa,controllable,outcome,meta,google
meta.frequency,google.daily_trend,controllable,mediator,meta,google
meta.frequency,google.hourly_performance,controllable,mediator,meta,google
meta.frequency,google.network_performance,controllable,mediator,meta,google
meta.frequency,google.performance,controllable,mediator,meta,google
meta.frequency,google.revenue,controllable,outcome,meta,google
meta.frequency,google.roas,controllable,outcome,meta,google
meta.frequency,google.search,controllable,mediator,meta,google
meta.frequency,google.search_intent,controllable,mediator,meta,google
meta.frequency,google.search_terms,controllable,mediator,meta,google
meta.frequency,google.shopping_performance,controllable,mediator,meta,google
meta.frequency,klaviyo.daily_trend,controllable,mediator,meta,klaviyo
meta.frequency,klaviyo.engagement_rates,controllable,mediator,meta,klaviyo
meta.frequency,klaviyo.list_growth,controllable,mediator,meta,klaviyo
meta.frequency,klaviyo.performance,controllable,mediator,meta,klaviyo
meta.frequency,klaviyo.sms,controllable,mediator,meta,klaviyo
meta.frequency,klaviyo.weekly_trend,controllable,mediator,meta,klaviyo
meta.frequency,meta.clicks,controllable,mediator,meta,meta
meta.frequency,meta.monthly_trend,controllable,mediator,meta,meta
meta.frequency,store.conversion,controllable,outcome,meta,store
meta.frequency,store.price.avg,controllable,outcome,meta,store
meta.frequency,store.revenue,controllable,outcome,meta,store
meta.frequency,web.bounce.rate,controllable,mediator,meta,web
meta.frequency,web.cart_abandonment,controllable,mediator,meta,web
meta.frequency,web.conversion.rate,controllable,outcome,meta,web
meta.frequency,web.engagement.rate,controllable,mediator,meta,web
meta.frequency,web.orders,controllable,outcome,meta,web
meta.frequency,web.revenue,controllable,outcome,meta,web
meta.frequency,web.sessions,controllable,mediator,meta,web
meta.frequency,web.users,controllable,mediator,meta,web
meta.impressions,blended.active_campaigns,mediator,mediator,meta,blended
meta.impressions,blended.aov,mediator,outcome,meta,blended
meta.impressions,blended.checkout,mediator,mediator,meta,blended
meta.impressions,blended.conversion.rate,mediator,outcome,meta,blended
meta.impressions,blended.conversion_value,mediator,outcome,meta,blended
meta.impressions,blended.conversions,mediator,outcome,meta,blended
meta.impressions,blended.mer,mediator,outcome,meta,blended
meta.impressions,blended.orders,mediator,outcome,meta,blended
meta.impressions,blended.revenue,mediator,outcome,meta,blended
meta.impressions,ecom.aov,mediator,outcome,meta,ecom
meta.impressions,ecom.customers,mediator,outcome,meta,ecom
meta.impressions,ecom.days_between_orders.avg,mediator,outcome,meta,ecom
meta.impressions,ecom.new_customer_orders,mediator,outcome,meta,ecom
meta.impressions,ecom.orders,mediator,outcome,meta,ecom
meta.impressions,ecom.orders_per_customer.avg,mediator,outcome,meta,ecom
meta.impressions,ecom.returning_customer_orders,mediator,outcome,meta,ecom
meta.impressions,ecom.revenue,mediator,outcome,meta,ecom
meta.impressions,google.ad_position,mediator,mediator,meta,google
meta.impressions,google.clicks,mediator,mediator,meta,google
meta.impressions,google.conversions,mediator,outcome,meta,google
meta.impressions,google.cpa,mediator,outcome,meta,google
meta.impressions,google.daily_trend,mediator,mediator,meta,google
meta.impressions,google.hourly_performance,mediator,mediator,meta,google
meta.impressions,google.network_performance,mediator,mediator,meta,google
meta.impressions,google.performance,mediator,mediator,meta,google
meta.impressions,google.revenue,mediator,outcome,meta,google
meta.impressions,google.roas,mediator,outcome,meta,google
meta.impressions,google.search,mediator,mediator,meta,google
meta.impressions,google.search_intent,mediator,mediator,meta,google
meta.impressions,google.search_terms,mediator,mediator,meta,google
meta.impressions,google.shopping_performance,mediator,mediator,meta,google
meta.impressions,klaviyo.daily_trend,mediator,mediator,meta,klaviyo
meta.impressions,klaviyo.engagement_rates,mediator,mediator,meta,klaviyo
meta.impressions,klaviyo.list_growth,mediator,mediator,meta,klaviyo
meta.impressions,klaviyo.performance,mediator,mediator,meta,klaviyo
meta.impressions,klaviyo.sms,mediator,mediator,meta,klaviyo
meta.impressions,klaviyo.weekly_trend,mediator,mediator,meta,klaviyo
meta.impressions,meta.clicks,mediator,mediator,meta,meta
meta.impressions,meta.monthly_trend,mediator,mediator,meta,meta
meta.impressions,store.conversion,mediator,outcome,meta,store
meta.impressions,store.price.avg,mediator,outcome,meta,store
meta.impressions,store.revenue,mediator,outcome,meta,store
